EmployeeID,Employee Name ,OfficeState,DeviceType,EligibleForPromotion,RepeatHire,Organization,Department,BaseSalaryUSD,VacationHoursBalance,EmployeeRating,CurrentPeriodHours,PriorPeriodHours,PerformanceRating,NumberOfPreviousJobs,DaysSinceVacation,StartMonth,StartWeek,EmployeeTenure,Still Employed
eh22622,Ricki Zanelli,KS,-,no,no,IT,Help Desk Support,165600,14,1,100.3,167.2,10.8,6,100,Aug,W32,116,Yes
eh27286,Lura Petrello,KY,-,no,no,IT,Help Desk Support,144950,16,0,188,193.2,11.2,6,144,Jul,W27,117,Yes
eh61442,Wilma Ekkel,MD,Galaxy,yes,no,IT,Help Desk Support,91700,12,0,253.6,140.4,10.5,2,109,Jun,W23,94,Yes
eh68204,Amandy Zucker,MN,-,no,no,IT,Help Desk Support,183700,17,1,217.8,197.5,9.8,3,122,Jun,W22,118,Yes
eh96936,Irv Matteucci,OH,-,no,no,IT,Help Desk Support,135600,21,2,187.9,247.1,7.2,4,105,Jul,W27,129,Yes
ei12789,Samaria Gonsalvez,WI,-,yes,no,IT,Help Desk Support,211300,10,1,194.3,119.3,12,1,130,May,W22,94,Yes
ei70904,Danyelle Pritchard,MD,-,no,no,IT,Help Desk Support,144100,13,0,98.2,157.6,10.6,7,109,Dec,W52,99,Yes
ej43914,Otes Ivashinnikov,IN,-,no,no,IT,Help Desk Support,208250,15,1,262.9,180.4,9.7,6,106,Aug,W33,116,Yes
ej96495,Eileen Redish,VT,Galaxy,no,no,IT,Help Desk Support,128950,10,0,180,119,10.5,6,120,Feb,W08,85,Yes
ek18972,Pace Pauletti,WY,Galaxy,no,no,IT,Help Desk Support,148500,24,5,171.7,280.8,10.5,8,137,Jan,W05,86,Yes
ek19425,Elenore Shalcros,UT,-,no,no,IT,Help Desk Support,161350,10,0,191.3,115.5,12.2,4,98,Oct,W42,113,Yes
el42371,Kikelia Karpeev,FL,Galaxy,no,no,IT,Help Desk Support,171600,19,3,217.5,226.8,13.7,6,134,Oct,W42,77,Yes
en17946,Dennis Medland,CA,-,no,no,IT,Help Desk Support,212000,18,0,169,211.5,9.1,3,110,Feb,W07,122,Yes
en38039,Issie Stoile,WV,-,no,no,IT,Help Desk Support,150300,16,2,196.8,187.5,6.5,3,112,Apr,W18,95,Yes
ep59078,Demetrius Rappport,DE,-,yes,no,IT,Help Desk Support,206650,18,2,228.7,213.8,12.1,2,107,Apr,W15,95,Yes
ep71673,Marshal Lamboll,WI,-,yes,no,IT,Help Desk Support,174250,14,1,185,165.4,11.7,8,118,Feb,W06,98,Yes
ep83915,Magda Minchinton,OH,-,yes,no,IT,Help Desk Support,90450,9,1,208.4,108.1,10.1,5,128,Nov,W47,112,Yes
eq20373,Clara Suckling,NJ,Galaxy,yes,yes,IT,Help Desk Support,191250,16,1,226.7,191.3,9.1,3,94,Jun,W25,81,Yes
eq55507,Adi Trinke,ID,-,no,no,IT,Help Desk Support,123750,8,1,230.8,98.3,10.9,5,121,Feb,W08,109,Yes
eq88168,Guglielmo Coleborn,KS,iPhone,no,no,IT,Help Desk Support,175000,18,2,289.9,209.3,14.5,4,101,Aug,W32,92,Yes
es63844,Olvan Greggersen,KS,-,no,no,IT,Help Desk Support,130900,18,1,233.7,205.9,12.9,1,121,Jan,W02,99,Yes
es65866,Aldous Egle of Germany,OR,iPhone,no,no,IT,Help Desk Support,99300,15,1,182.4,178.9,14.1,2,108,Sep,W39,90,Yes
es83140,Darsie Juszczak,WA,-,no,no,IT,Help Desk Support,129700,18,1,119.1,208.9,5,10,100,Nov,W45,101,Yes
eu35422,Skipper Marchelli,WV,-,no,no,IT,Help Desk Support,124800,15,1,234.5,171.7,9.9,3,88,Nov,W49,136,Yes
eu46782,Rosabelle Ridgeway,FL,-,yes,no,IT,Help Desk Support,187450,20,2,254.3,239.5,5.9,9,141,Feb,W06,97,Yes
ev20634,Eugine Dutt,DC,-,yes,no,IT,Help Desk Support,106000,21,1,216.4,250.4,7.8,8,93,Mar,W10,109,Yes
ev28290,Mario O' Meara,KY,-,yes,no,IT,Help Desk Support,144350,15,2,214.6,173.7,9.5,7,116,Aug,W33,140,Yes
ev92629,Gardiner Antonomolii,TN,iPhone,no,no,IT,Help Desk Support,151900,21,1,255.7,252.3,8.4,4,99,Nov,W49,63,Yes
ev92863,Broderick Khoter,WI,iPhone,yes,no,IT,Help Desk Support,182050,15,0,174,181.2,10.3,2,103,Nov,W47,64,Yes
ex59544,Kylie Wethered,MT,-,no,no,IT,Help Desk Support,82950,9,1,220.2,105.5,11.6,9,133,Oct,W42,101,Yes
ey38862,Van Hainsworth,MD,-,no,no,IT,Help Desk Support,123750,17,0,294.5,197.1,10.5,4,152,May,W19,107,Yes
fa14364,Kay Leafe,WA,iPhone,no,no,IT,Help Desk Support,177050,22,1,291,253.6,12.6,3,104,Oct,W41,89,Yes
fb45886,Barbi Hazlehurst,UT,-,no,no,IT,Help Desk Support,124350,15,1,167.5,171.8,5.3,9,117,Dec,W49,112,Yes
fb57977,Seka Fredi,IA,-,no,no,IT,Help Desk Support,132600,22,2,175.3,256.8,11.9,5,87,Mar,W14,145,Yes
fc55608,Spenser Epsley,AR,-,yes,no,IT,Help Desk Support,232400,13,1,245.8,154,12.3,6,114,Mar,W10,145,Yes
fe16096,Janice Scourge,AZ,-,no,no,IT,Help Desk Support,127350,14,1,294.7,164.4,8.1,2,113,Oct,W43,138,Yes
fe21116,Coop Mulford,IN,-,no,no,IT,Help Desk Support,182600,13,0,283.4,149.7,10.2,5,73,Feb,W09,97,Yes
fe28669,Elora Feye,WY,-,no,no,IT,Help Desk Support,101400,19,2,211.9,223.9,8.7,4,118,Mar,W10,97,Yes
fe47543,Michal McKirdy,OK,-,yes,no,IT,Help Desk Support,2200,22,3,242.7,254,9.2,5,117,Jul,W29,117,Yes
fe69814,Legra Evenden,OK,-,no,no,IT,Help Desk Support,172650,18,3,180.9,217,13.5,2,141,Dec,W52,99,Yes
ff85285,Rebeka Slavin,MO,Galaxy,no,no,IT,Help Desk Support,175850,21,3,221.5,244.7,7.7,2,93,Nov,W47,88,Yes
fg41300,Aldous Perschke,WA,-,no,no,IT,Help Desk Support,174150,11,5,208.2,135.2,10.4,3,117,Jan,W02,111,Yes
fg44440,Kerry Flanagan,WY,-,yes,yes,IT,Help Desk Support,131000,10,2,258.4,118.7,12.9,3,121,Jun,W25,117,Yes
fg67475,Charmaine Girdler,CA,-,yes,no,IT,Help Desk Support,151900,15,2,126.8,178.6,8,4,117,Oct,W42,138,Yes
fg73914,Lazar Josifovic,WY,-,no,no,IT,Help Desk Support,131750,28,1,189.4,330.6,13.5,3,121,Mar,W11,96,Yes
fh25319,Emili Sherwill,SC,-,no,no,IT,Help Desk Support,115850,15,0,137.5,172.2,7.1,5,123,Nov,W47,100,Yes
fi10790,Hayley Gratrix,VA,-,yes,no,IT,Help Desk Support,238150,19,4,136.9,220.5,13.3,3,107,Aug,W35,139,Yes
fj46329,Celestyn MacComiskey,MI,iPhone,no,no,IT,Help Desk Support,162100,18,1,203.8,208.6,8.8,8,118,Dec,W49,75,Yes
fj95939,Mendel Eichmann,IN,-,no,no,IT,Help Desk Support,183750,18,0,138.4,215.6,10.2,3,99,Jan,W02,111,Yes
fk72887,Lawry Giovannacci,NM,-,no,no,IT,Help Desk Support,140750,17,1,118.3,195.9,11.8,3,130,Apr,W15,108,Yes
fk83419,Conchita Muller,VT,Galaxy,yes,no,IT,Help Desk Support,171550,26,1,225.6,304.9,11.9,8,143,May,W21,82,Yes
fn23484,Saundra Lakeman,DE,-,no,no,IT,Help Desk Support,86450,17,3,136.2,202.8,9.4,6,114,Mar,W12,108,Yes
fn49444,Miltie Bertwistle,VA,-,no,no,IT,Help Desk Support,146900,17,2,240.8,204.8,9.1,8,112,Jul,W30,104,Yes
fo20843,Karissa Wordesworth,VT,-,yes,no,IT,Help Desk Support,133100,6,1,261.7,71,13.4,10,110,Oct,W42,138,Yes
fo63078,Elayne Kitchener,MA,-,yes,no,IT,Help Desk Support,124950,17,2,267.4,197.3,8.7,3,58,Aug,W35,115,Yes
fp20587,Andie Botterell,RI,-,no,yes,IT,Help Desk Support,138650,25,0,96.4,291.7,11.2,3,123,Feb,W07,97,Yes
fp97424,Michel Dawdry,HI,-,no,no,IT,Help Desk Support,92750,10,0,295.8,115.7,8.3,6,111,Nov,W46,100,Yes
fq92089,Maighdiln Gratland,MA,-,no,no,IT,Help Desk Support,184300,16,0,138.1,187.8,8.3,2,121,Oct,W44,138,Yes
fr16845,Kenneth Garbert,WA,-,no,no,IT,Help Desk Support,76850,23,1,146.5,276.2,12.7,2,92,Dec,W50,111,Yes
fs68729,Leah Bradforth,NM,Galaxy,no,no,IT,Help Desk Support,101400,18,3,268.9,211.5,10.5,4,116,Sep,W37,90,Yes
fs75265,Theodore Ponde,DE,-,no,no,IT,Help Desk Support,166500,19,2,313.2,227,13.2,1,123,Sep,W36,115,Yes
ft37917,Isiahi Labusquiere,SC,-,no,no,IT,Help Desk Support,92750,16,3,216.6,187.1,10,4,155,Mar,W12,145,Yes
ft43460,Neall Rickets,LA,Galaxy,no,no,IT,Help Desk Support,204950,13,1,188.2,155.6,11.6,10,113,Dec,W50,75,Yes
ft77964,Aundrea Traske,MA,-,no,no,IT,Help Desk Support,157250,19,2,222.8,223.3,12.6,2,109,Mar,W12,120,Yes
ft93772,Alphonso Urion,OR,Galaxy,no,yes,IT,Help Desk Support,102750,20,2,95.1,235,11.4,11,103,Feb,W08,60,Yes
fu65419,Rabi Pointin,NY,iPhone,no,no,IT,Help Desk Support,225750,15,1,211.1,180.7,8.6,2,90,Feb,W06,85,Yes
fv83428,Mohammed Raddan,AZ,Galaxy,no,no,IT,Help Desk Support,146900,16,2,89.6,193.4,12.8,5,105,Mar,W14,84,Yes
fw35168,Delphine Shevlin,NY,Galaxy,no,no,IT,Help Desk Support,134900,5,1,198.5,64.3,10.2,4,154,Oct,W43,77,Yes
fx51576,Lacie Chicchetto,MA,-,no,yes,IT,Help Desk Support,198750,19,0,146.9,221.6,12.8,3,146,May,W20,106,Yes
fx63098,Phillip Hemeret,PA,-,no,no,IT,Help Desk Support,142300,20,0,109.6,233.2,10.3,5,158,Jan,W02,123,Yes
fx91913,Ikey McWilliam,HI,-,no,no,IT,Help Desk Support,181900,16,1,242.6,192.4,7.9,4,104,Mar,W12,120,Yes
fx93639,Vivianna Kilfoyle,TX,-,no,no,IT,Help Desk Support,50600,22,0,208.3,257.2,11.1,6,121,May,W21,106,Yes
fy13831,Franklin Nealon,CO,-,yes,no,IT,Help Desk Support,140750,12,3,175.7,136.1,11,2,110,Sep,W37,127,Yes
fy22456,Brannon Chiechio,NY,-,yes,no,IT,Help Desk Support,51500,14,0,132.8,165.9,13.3,7,111,Jul,W27,117,Yes
fy66814,Reube Leagas,IA,-,no,no,IT,Help Desk Support,169300,15,3,210.6,175.1,10.2,2,98,Sep,W39,114,Yes
fz48329,Rasia Palfreyman,NV,-,no,no,IT,Help Desk Support,162000,13,1,144.7,152.3,7.5,5,110,Dec,W50,112,Yes
ga14122,Dorie Elliss,MI,Galaxy,yes,no,IT,Help Desk Support,230100,17,3,201.7,200.7,10.9,3,131,Jul,W27,56,Yes
ga28218,Jakie Falconer-Taylor,WV,iPhone,yes,no,IT,Help Desk Support,175250,22,1,291.6,260,11.4,6,106,May,W19,82,Yes
ga35357,Robbi McLaverty,NH,Galaxy,yes,no,IT,Help Desk Support,90550,19,2,188.6,225.7,5.7,3,123,Jul,W30,68,Yes
ga78191,Shelbi Rump,WY,Galaxy,no,no,IT,Help Desk Support,195150,12,1,250.8,138.1,3.3,3,118,Feb,W06,85,Yes
gb35816,Terri Raggatt,MO,-,no,no,IT,Help Desk Support,124850,10,3,114.5,114.3,11.4,5,126,Feb,W09,97,Yes
gb97291,Vic Ranscome,HI,iPhone,yes,yes,IT,Help Desk Support,170250,19,2,198.8,226.6,12.9,3,82,Sep,W37,78,Yes
gc55398,Barbie Ketch,DE,-,no,yes,IT,Help Desk Support,127500,25,3,250.7,293.8,10.3,7,138,Feb,W09,109,Yes
gc74979,Barnie Julian,UT,iPhone,yes,no,IT,Help Desk Support,139150,10,3,134.1,113.2,9.9,3,127,Jun,W27,81,Yes
gc77715,Harrietta Archbutt,MD,-,no,no,IT,Help Desk Support,157350,20,0,152.2,233,9.1,7,113,Jun,W27,129,Yes
gd38442,Barbi Windham,MS,Galaxy,no,yes,IT,Help Desk Support,190550,21,3,147.8,243.3,12,8,105,Mar,W10,84,Yes
gd60960,Heidie Parchment,WI,-,no,no,IT,Help Desk Support,150550,10,3,153.6,114.7,6.5,6,137,Jan,W06,134,Yes
gd62845,Trix Behnecke,TN,-,no,no,IT,Help Desk Support,157850,20,0,256.4,235.1,16.9,6,164,Nov,W46,137,Yes
gd92482,Isabella Brilleman,WA,-,no,no,IT,Help Desk Support,128950,15,2,229.1,178.5,13.1,8,92,Mar,W13,96,Yes
ge71447,Alexa Alti,AZ,-,yes,no,IT,Help Desk Support,183100,28,1,160.5,328.7,7.8,6,113,Sep,W39,126,Yes
ge92174,Ulberto Pardey,MN,-,no,no,IT,Help Desk Support,154300,17,1,287.7,199.9,6.6,5,103,Oct,W40,102,Yes
gf19564,Tris Raffeorty,MN,-,no,no,IT,Help Desk Support,220900,15,1,77.2,176.2,15.3,1,109,Jun,W24,118,Yes
gf64595,Kris Cowley,NC,Galaxy,no,no,IT,Help Desk Support,153000,12,2,233.7,145,11.5,6,92,Aug,W32,92,Yes
gf68818,Aurora Vanni,AZ,Galaxy,no,no,IT,Help Desk Support,147200,17,3,209.3,196.8,11.2,5,121,May,W21,94,Yes
gg94399,Nerita Ibert,NC,-,no,yes,IT,Help Desk Support,153000,17,1,217.1,198.8,12.4,3,141,Jan,W02,123,Yes
gh35193,Benedicto Winslet,WI,-,no,no,IT,Help Desk Support,95900,19,2,240.2,218.8,9,3,135,Dec,W49,112,Yes
gj23329,Saunders Arrundale,AR,Galaxy,no,no,IT,Help Desk Support,59000,16,0,219.9,190.8,8.9,5,124,May,W22,82,Yes
gj73343,Gardie Rowden,CT,iPhone,no,no,IT,Help Desk Support,112050,24,1,305.5,284.3,11.3,2,134,Feb,W09,85,Yes
gj81147,Booth Van Der Weedenburg,NV,Galaxy,no,no,IT,Help Desk Support,199250,15,3,285.5,179.3,10.4,6,126,Nov,W45,64,Yes
gj87956,Archie Blundan,AZ,-,no,no,IT,Help Desk Support,187700,13,2,187.9,156.2,10.5,4,82,Sep,W39,114,Yes
gk11829,Consolata Embury,NC,-,yes,no,IT,Help Desk Support,120950,10,1,240.1,118.7,6.6,8,71,Jan,W04,110,Yes
gk77326,Remy Oakeby,MD,-,yes,no,IT,Help Desk Support,168450,24,1,129.6,280.4,11.3,7,147,Jan,W02,111,Yes
gk92087,Lucine Dametti,AL,-,yes,no,IT,Help Desk Support,120100,14,1,113.5,168,7.8,2,123,Feb,W06,98,Yes
gk96344,Adriena Iozefovich,AL,-,no,no,IT,Help Desk Support,141550,22,0,262.7,261,13.3,5,118,Jun,W26,105,Yes
gl14157,Claudette Dewar,MO,-,yes,yes,IT,Help Desk Support,135400,15,1,141.2,170.6,11.9,5,135,Oct,W43,113,Yes
gl40771,Bearnard Cowin,ND,iPhone,yes,no,IT,Help Desk Support,139250,11,2,79.3,134.9,8.8,2,127,Jul,W30,80,Yes
gl70022,Arlina Chidley,AK,-,no,no,IT,Help Desk Support,126150,16,0,206,193.8,6.9,6,113,Jan,W01,99,Yes
gm63267,Ida Kyndred,AR,Galaxy,no,no,IT,Help Desk Support,163900,13,1,235.5,158,12.7,6,101,Apr,W18,70,Yes
gn28961,Carmon Bridgett,AL,Galaxy,yes,no,IT,Help Desk Support,163800,19,2,254.2,225.9,10.9,6,120,Nov,W44,89,Yes
go47629,Anallese Luetkemeyers,IL,-,yes,no,IT,Help Desk Support,122900,12,1,165.4,140,10.9,3,117,Nov,W44,101,Yes
go60248,Daveen Burchell,WY,-,no,no,IT,Help Desk Support,70300,17,0,159,194.6,10.9,9,110,Apr,W14,120,Yes
gp11191,Nobe Kahan,KS,-,no,no,IT,Help Desk Support,134800,18,3,179.3,211.2,10.2,8,92,Apr,W15,108,Yes
gp21802,Martainn Fiander,ND,-,yes,no,IT,Help Desk Support,191700,15,3,270.9,182,9.4,2,123,Jan,W03,123,Yes
gp78123,Harri Zamora,TN,Galaxy,yes,no,IT,Help Desk Support,140350,23,1,250.7,267,10.9,4,108,Nov,W46,88,Yes
gq23990,Jeni Couling,MN,-,no,no,IT,Help Desk Support,168750,4,0,179.2,42.5,12.4,5,105,Aug,W32,116,Yes
gr23905,Rip Stigers,CT,Galaxy,no,no,IT,Help Desk Support,77100,18,2,169.4,207.5,5.6,5,124,Jun,W26,93,Yes
gr84476,Rosalynd Cowp,AK,Galaxy,no,no,IT,Help Desk Support,157250,20,3,191.1,232.5,14.9,4,144,Dec,W51,87,Yes
gs16662,Riva Filyushkin,TX,-,no,no,IT,Help Desk Support,102450,16,1,270.1,189.7,14.3,2,67,May,W23,130,Yes
gs26373,Jacquelyn Sextone,WV,-,yes,no,IT,Help Desk Support,66750,18,1,179.7,210.5,11.8,4,116,Nov,W45,113,Yes
gs72269,Garth Chesnay,WI,-,no,no,IT,Help Desk Support,170500,13,3,199.4,152.5,7.7,2,142,Feb,W06,110,Yes
gs88623,Imojean Ellings,DC,iPhone,no,no,IT,Help Desk Support,173850,18,0,224,208.8,9.8,2,110,Sep,W36,66,Yes
gt47573,Elga Offner,FL,iPhone,no,yes,IT,Help Desk Support,227300,17,1,111.7,204.2,5.9,4,100,Jun,W25,81,Yes
gt58149,Cilka Pagram,NY,Galaxy,yes,no,IT,Help Desk Support,163050,23,2,200.5,267.8,12.8,3,150,Sep,W36,78,Yes
gu53922,Che Saggs,WA,-,no,no,IT,Help Desk Support,120000,13,2,171.4,149.1,7,2,105,Dec,W51,136,Yes
gu78933,Travis Dibbs,WV,-,no,no,IT,Help Desk Support,135250,17,2,233.1,202.5,11.5,6,105,Aug,W33,103,Yes
gv78135,Madelyn Dunsmore,MS,Galaxy,no,no,IT,Help Desk Support,195500,9,2,309.6,103.2,11.3,3,153,Sep,W39,90,Yes
gw48030,Ailey Crisall,NY,-,yes,no,IT,Help Desk Support,164750,17,1,191.2,202.6,13.3,2,113,Feb,W09,134,Yes
gx97755,Georgena Colleck,NC,-,no,no,IT,Help Desk Support,71550,7,1,196.1,80.8,10.8,2,118,Oct,W43,138,Yes
gz65611,Reidar Issitt,NC,-,yes,no,IT,Help Desk Support,233650,16,1,245,186.6,8.8,2,133,Jun,W25,105,Yes
gz82407,Christabel Castille,AL,Galaxy,yes,no,IT,Help Desk Support,163450,8,2,229.4,88.7,10.5,3,105,Oct,W42,89,Yes
ha32016,Jessalyn Richardet,NV,-,no,no,IT,Help Desk Support,172900,19,1,152.4,226.7,7.3,4,132,Oct,W43,150,Yes
hc53980,Laureen Corry,UT,Galaxy,no,no,IT,Help Desk Support,195350,13,3,241.4,147.9,9.6,7,136,Jun,W24,93,Yes
hc76685,Huey Daniel,GA,iPhone,no,no,IT,Help Desk Support,60500,26,0,183.3,304.4,8.6,4,134,Jun,W25,93,Yes
hc93310,Ingelbert Dungey,WV,-,yes,no,IT,Help Desk Support,104550,11,1,138.2,133.9,13.3,4,134,Oct,W40,163,Yes
hd74409,Reinaldo Pozzo,MN,Galaxy,no,no,IT,Help Desk Support,103300,22,1,195.7,253,10.7,4,139,Aug,W32,92,Yes
he87093,Maryanne Garrard,AL,-,no,yes,IT,Help Desk Support,110400,15,3,247.2,173.3,11.2,3,98,Aug,W34,115,Yes
hf10573,Abbe Ruperto,MT,-,no,no,IT,Help Desk Support,171100,13,1,233.2,152.8,7.5,4,81,Jan,W02,99,Yes
hf54849,Bernita Aggiss,RI,-,no,no,IT,Help Desk Support,125700,19,3,299.7,228.4,9.6,9,132,Nov,W44,113,Yes
hf82729,Gilberte Hugonin,ID,Galaxy,no,no,IT,Help Desk Support,135750,13,1,255.7,155.4,8.4,3,136,Jan,W03,86,Yes
hg51046,Milka Racher,ID,-,no,no,IT,Help Desk Support,187600,15,1,206.1,177.8,12.4,9,133,Feb,W06,110,Yes
hg73471,Ryon Dalinder,NM,Galaxy,yes,no,IT,Help Desk Support,149100,16,2,138.7,190,10.5,3,80,Aug,W32,91,Yes
hh16760,Kathi Ruskin,MD,-,no,no,IT,Help Desk Support,140500,18,2,187.2,210,8.5,3,116,Feb,W05,122,Yes
hh65229,Devonne Aidler,NM,-,no,no,IT,Help Desk Support,208500,10,4,228.4,122.9,8.5,4,145,May,W21,94,Yes
hi81383,Florella Soppeth,AL,-,yes,no,IT,Help Desk Support,223450,13,1,140.5,149.5,8.1,4,111,Sep,W36,139,Yes
hj19590,Dana Veld,AK,iPhone,yes,no,IT,Help Desk Support,236300,22,0,223.2,253.2,8.7,4,80,Aug,W35,91,Yes
hj89869,Maude Ludwikiewicz,WA,-,no,no,IT,Help Desk Support,128850,19,1,224.7,219.4,4,5,102,Mar,W12,120,Yes
hk88400,Bathsheba Sheriff,AL,iPhone,no,no,IT,Help Desk Support,189050,14,0,208.4,165.4,11.2,4,91,Nov,W46,88,Yes
hl26606,Inigo Wooller,WI,-,no,no,IT,Help Desk Support,52100,17,1,143.1,194.4,11.4,9,109,May,W22,94,Yes
hl61496,Shanda Balcock,TN,-,no,no,IT,Help Desk Support,146200,23,1,193.7,276.4,10.1,9,116,Nov,W45,149,Yes
hl68651,Garrik Whitecross,AL,-,no,no,IT,Help Desk Support,182650,10,2,133.7,117.8,11.8,2,132,Nov,W48,100,Yes
hm32884,Hollyanne Seabrook,NM,Galaxy,yes,no,IT,Help Desk Support,78450,16,2,99.3,193.1,11.6,3,113,Aug,W33,91,Yes
hm68001,Joey Bragginton,NV,-,no,no,IT,Help Desk Support,198650,18,2,212.7,207.9,12,2,124,Jun,W23,118,Yes
hm80991,Gelya Le Breton,WI,-,no,no,IT,Help Desk Support,153150,8,1,181.7,97.7,8.4,3,100,Oct,W44,137,Yes
hm88122,Kalindi Brereton,AL,Galaxy,yes,no,IT,Help Desk Support,206450,15,1,177.3,170.9,4.8,12,74,May,W22,69,Yes
hn12566,Bertha Gluyas,UT,Galaxy,yes,no,IT,Help Desk Support,196000,16,1,162.2,189.1,9.4,2,73,Aug,W31,43,Yes
hn69446,Rori Ewert,WI,-,no,no,IT,Help Desk Support,134050,25,1,216.9,298.6,13.8,3,115,Jul,W30,104,Yes
hn69846,Noelle Middleditch,TN,Galaxy,no,no,IT,Help Desk Support,113150,18,1,221.6,206.5,10.3,8,135,Apr,W15,83,Yes
hn96485,Edvard Kenson,WV,-,no,no,IT,Help Desk Support,112950,6,3,160.4,67,9.9,2,77,Oct,W41,126,Yes
hq77011,Lilllie Foot,MT,-,no,no,IT,Help Desk Support,116900,17,0,150,203.2,13.4,2,103,Feb,W08,121,Yes
hq85675,Lin Waldie,CO,Galaxy,no,no,IT,Help Desk Support,157250,19,2,212.4,224.9,11.4,3,113,Aug,W33,91,Yes
hs73943,Terri Southeran,AZ,-,no,no,IT,Help Desk Support,149100,21,0,122.4,248.1,12.2,4,120,Feb,W09,133,Yes
ht22860,Gerik Cattroll,IL,iPhone,no,no,IT,Help Desk Support,92050,16,0,176.6,183.6,13.5,2,131,Sep,W38,90,Yes
ht54609,Ilyse Dunkinson,NE,-,no,no,IT,Help Desk Support,162600,22,1,182.3,261.5,10,3,128,Oct,W40,138,Yes
hu12663,Pavel Colloby,GA,-,no,no,IT,Help Desk Support,83450,16,2,146.7,186.7,9.3,4,100,Sep,W38,102,Yes
hu38443,Colleen Colmer,AL,-,no,no,IT,Help Desk Support,180950,16,3,128.1,187,6.3,3,84,Oct,W42,114,Yes
hu69667,Laryssa Moncreiffe,NC,iPhone,yes,no,IT,Help Desk Support,81500,22,0,228.6,261.6,13.3,4,120,Sep,W38,90,Yes
hu88899,Ingrim Fauning,IN,-,yes,no,IT,Help Desk Support,134900,14,1,218.3,160.5,9.9,3,142,May,W18,95,Yes
hv38236,Taddeusz Gribbon,IN,-,no,no,IT,Help Desk Support,157500,19,0,243.6,219.1,5.5,5,103,May,W21,94,Yes
hv55866,Alix La Grange,KS,iPhone,yes,no,IT,Help Desk Support,171000,24,1,154.2,280.1,11.8,1,137,Aug,W34,79,Yes
hv85908,Candida Westcott,AK,-,no,no,IT,Help Desk Support,155150,17,4,229.9,204.7,11.3,8,110,Apr,W16,107,Yes
hw28529,Danni Padula,WV,-,no,no,IT,Help Desk Support,78100,17,2,171.7,198.4,13,7,126,Nov,W47,112,Yes
hx40138,Chantalle Yorke,TN,Galaxy,no,no,IT,Help Desk Support,124950,14,1,162.9,162.3,10.5,4,118,May,W19,82,Yes
hy21184,Elberta Grason,KS,Galaxy,no,no,IT,Help Desk Support,162600,16,1,268.4,193.9,12.8,4,102,Jul,W30,92,Yes
hy22164,Flin Bidder,IN,-,no,no,IT,Help Desk Support,129050,12,3,233.5,138,11.2,8,141,Feb,W09,109,Yes
hz24087,Hermine Cockell,IA,-,yes,no,IT,Help Desk Support,113900,18,0,180.6,206,9.7,4,126,Aug,W34,115,Yes
hz98635,Nertie Burgwin,MT,-,no,no,IT,Help Desk Support,131250,18,1,185.4,217.2,13.9,4,116,Feb,W07,134,Yes
ib99850,Ingunna Illingsworth,MO,-,no,no,IT,Help Desk Support,86000,12,2,198.5,141.6,7.5,3,102,Oct,W41,126,Yes
ic20718,Roxanna Petrelli,MS,-,yes,no,IT,Help Desk Support,239000,15,2,244.2,178.2,6.4,5,116,Mar,W10,97,Yes
ic69349,Chiarra Cameli,NC,iPhone,no,no,IT,Help Desk Support,87300,13,0,188.1,149.3,11,5,115,Jul,W29,92,Yes
id27904,Carolyn Aronov,FL,-,no,no,IT,Help Desk Support,172650,18,3,195.6,210.1,12,3,128,Feb,W07,109,Yes
id65553,Yuma Lawfull,SD,-,yes,no,IT,Help Desk Support,153600,16,3,265.5,187.8,12.6,3,79,Apr,W16,95,Yes
ig96424,Aldis Lemmanbie,NY,-,no,no,IT,Help Desk Support,168050,13,2,221,152.2,7,3,111,Feb,W07,122,Yes
ih72976,Christian Horsburgh,MN,iPhone,no,no,IT,Help Desk Support,109500,17,2,282.6,203.9,14.1,4,120,Oct,W42,89,Yes
ih81597,Lonny Rudkin,AL,-,yes,no,IT,Help Desk Support,161750,21,1,215.7,249,10.6,4,142,Mar,W13,96,Yes
ii66926,Caressa Brimner,FL,iPhone,no,no,IT,Help Desk Support,199600,9,0,178.5,106.8,9.9,6,146,Jul,W31,92,Yes
ii75374,Margret Wrighton,DC,-,no,no,IT,Help Desk Support,103700,12,1,224.2,138.3,5.8,5,129,Apr,W18,95,Yes
ii92000,Valeria Crasford,DC,Galaxy,no,no,IT,Help Desk Support,218700,16,0,108.9,184.8,13.5,7,130,Dec,W51,87,Yes
ii95794,Baillie Rembaud,MI,-,no,no,IT,Help Desk Support,187750,16,1,161,192.2,12.2,2,112,Jan,W02,111,Yes
ij11669,Sheba Bolletti,VT,iPhone,no,no,IT,Help Desk Support,143300,17,3,175.8,205.1,5.9,2,63,Jan,W05,74,Yes
ij80356,Nancey Dockery,MN,-,yes,no,IT,Help Desk Support,81750,15,2,182.1,178.9,12.9,10,85,Aug,W32,116,Yes
ik22773,Hans Reichartz,IA,-,no,no,IT,Help Desk Support,107350,14,2,154.6,168.8,9.8,7,127,May,W19,119,Yes
ik73964,Anabal Kiera,WV,-,no,no,IT,Help Desk Support,161100,9,2,180.6,103.8,10.8,5,110,Oct,W42,126,Yes
il50445,Nissie Simkiss,WA,-,no,no,IT,Help Desk Support,233150,5,0,246.1,52.9,10.9,5,124,Oct,W42,113,Yes
